ID;Authority;AuthorityCountry;Date;Fine;OrganizationPublished;Specific;OrganizationMatched;OrganizationCountry;OrganizationSector;OrganizationRevenue;OrganizationEmployees;OrganizationStatus;OrganizationDomestic;Articles;Type;Summary;Source
251;Hungarian National Authority for Data Protection and the Freedom of Information (NAIH);Hungary;21.05.19;286;Directorate of Social and Child Welfare Institutions of the Ferencvaros District of Budapest;Yes;NA;Hungaria;Politics & Government;NA;NA;Other;No;Art. 33 GDPR;Insufficient fulfilment of data breach notification obligations;The employee of the Directorate sent by mistake 9 letters to the wrong recipient, which contained personal data of 18 data subjects (including data of children, criminal data and data related to the private life of the data subjects). The recipient informed the Directorate by telephone 5 days after the posting that it received certain letters by mistake. The Directorate notified NAIH on the data breach only weeks later.;https://www.naih.hu/files/NAIH-2019-3854_hatarozat.pdf
252;Hungarian National Authority for Data Protection and the Freedom of Information (NAIH);Hungary;31.05.19;2000;Local bank;No;NA;NA;Banks;NA;NA;NA;Yes;Art. 12 (3), (4), (5) GDPR, Art. 15 GDPR, Art. 18 GDPR;Insufficient fulfilment of data subjects rights;Customer of a local bank requested access to telephone conversation recordings as well as to CCTV recordings. The bank provided the copies of the recordings of telephone conversations and also provided the chance of reviewing the recordings at bank but rejected to provide copies of the CCTV recordings since the recordings also contained third parties personal data. The NAIH decided in this case that the bank failed to fulfil data subjects rights since it did not respond in due time and also failed to provide copies of the requested recordings. According to the NAIH, the controller could not refer the protection of third party data since the CCTV recordings affected public space open for every customer and the bank also could have anonymised certain parts of the recordings.;https://www.naih.hu/files/NAIH_2019_1859_hatarozat.pdf
253;Hungarian National Authority for Data Protection and the Freedom of Information (NAIH);Hungary;03.06.19;2850;Claim management company;No;NA;NA;Finance & Insurance;NA;NA;NA;Yes;Art. 5 GDPR, Art. 6 GDPR;Insufficient legal basis for data processing;The complainants stated during the case that they concluded a credit agreement with the bank, which sold its claim against the complainants and transferred their respective data to a third-party company (controller). NAIH determined in the case that the controller can neither rely on the consent of the data subjects nor the performance of the credit contract as the legal basis of the data processing, since the data subjects concluded such contract with the bank, not with the controller. The appropriate legal basis for processing could have been the legitimate interest of the controller.;https://www.naih.hu/files/NAIH_2019_1598_hatarozat.pdf
255;Hungarian National Authority for Data Protection and the Freedom of Information (NAIH);Hungary;26.06.19;2850;Financial Enterprise;No;NA;NA;Finance & Insurance;NA;NA;NA;Yes;Art. 5 GDPR, Art. 6 GDPR, Art. 21 GDPR;Insufficient legal basis for data processing;"A client of a financial enterprise complained that the financial enterprise transferred his data after he objected against the processing and did not provide information on the processing of his data at his request. According to the financial enterprise, it sold its claim stemming from the contract concluded with its client to a third party, therefore such transaction necessitated the transfer of the relevant client data. NAIH highlighted that the financial enterprise sold the concerning claim and transferred the respective data after the non-fulfilment of the concerning contract by the client; this also means that the financial enterprise cannot rely on the performance of the contract concluded with the client. The relevant legal basis would have been the legitimate interest of the controller, where a balancing test is also necessary, describing its interest in transferring the claim and the relevant data to a third party.";https://www.naih.hu/files/NAIH_2019_1837_hatarozat.pdf
256;Hungarian National Authority for Data Protection and the Freedom of Information (NAIH);Hungary;17.07.19;8575;Budapest Environs Regional Court;No;NA;Hungaria;Politics & Government;NA;NA;Other;No;Art. 5 GDPR, Art. 6 GDPR;Insufficient legal basis for data processing;The chairman of the Budapest Environs Regional Court organised a meeting for court officials, during which he stated that he quit from the Hungarian Association of Judges and requested the present court officials to persuade their colleagues to do so as well. The chairman also presented a list on the members of the Association in Pest county, which also included information on the amount of membership fees deducted from the salary of judges. The list consisted of data collected from the judges? payroll records. NAIH determined that the Budapest Environs Regional Court may only process such data for the purpose of deduction and payroll management. NAIH also determined that the Budapest Environs Regional Court lacked a legal basis for data processing, when it provided access to data of employees regarding their membership in an association, to other persons.;https://www.naih.hu/files/NAIH-2019-2472_hatarozat.pdf
257;Hungarian National Authority for Data Protection and the Freedom of Information (NAIH);Hungary;02.08.19;4290;Public area maintenance company;No;NA;NA;Services;NA;NA;NA;Yes;Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR;Non-compliance with general data processing principles;An ex-employee complained that his employer unlawfully monitored his work by its CCTV. The employer argued that CCTV monitoring was necessary to assess, whether the employee fulfilled his employment related duties (i.e. monitoring certain public areas and signalling any unusual event to his colleagues) and that the monitoring also served the protection of its surveillance system from unlawful access or usage. NAIH found that monitoring of the employee by CCTV is not an appropriate way of assessing his work performance and the employer relied on an inappropriate legal basis (public interest, official authority) regarding the CCTV operations. The employer could have protected its public area surveillance system by other methods (e.g. by installing firewalls or other security upgrades to its systems). The employer also placed only a brief notice sheet at the entrance of the workstation of the employee regarding the CCTV monitoring, which NAIH deemed insufficient.;https://www.naih.hu/files/NAIH_2019_2466_hatarozat.pdf
258;Hungarian National Authority for Data Protection and the Freedom of Information (NAIH);Hungary;08.08.19;1715;Government Office Managing the Real Estate Register;No;NA;NA;Politics & Government;NA;NA;Other;Yes;Art. 5 GDPR, Art. 14 GDPR;Non-compliance with general data processing principles;The owners of a real estate complained that the government office posted its decision on the change in the person of the lessee (which concluded a lease agreement with real estate owners) to other owners of 40 real estates contracted by the same lessee. The decision contained personal data of all the owners, who had a lease agreement with the same lessee.;https://www.naih.hu/files/NAIH-2019-1590-hatarozat.pdf
259;Hungarian National Authority for Data Protection and the Freedom of Information (NAIH);Hungary;15.10.19;2860;NA Company;No;NA;NA;NA;NA;NA;NA;Yes;Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 25 GDPR;Non-compliance with general data processing principles;An employee was on sick leave when his employer checked his desktop, laptop and emails to ensure that his work-related duties were being covered in his absence. The employer then suspended his account. The employee did not receive pre-notification and did not have the chance to copy / delete his private information (telephone numbers, messages). According to NAIH, employers must record the access with minutes and photos. Employment agreements must regulate whether employees can use work equipment for private purposes. Privacy notices must contain the reasons for employee monitoring (e.g. business continuity, internal investigation, disciplinary purposes, and the specific retention period of employee data - including the length and recurrence of backup copies. Employers must also prepare ?balancing tests? to prove their legitimate interests for general employee monitoring and specific cases.;https://www.naih.hu/files/NAIH-2019-769-hatarozat.pdf
260;Hungarian National Authority for Data Protection and the Freedom of Information (NAIH);Hungary;04.03.20;290;Representative of a local government;No;NA;NA;Politics & Government;NA;NA;Other;Yes;Art. 5 GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR;Insufficient legal basis for data processing;A local representative took a photo of the director of a company fully owned by the local government depicting the director allegedly tearing off an election poster of the opposition in the company of his child. The local representative uploaded the photo to his Facebook page. The child?s image was blurred, yet it was hinted in the post that she was the daughter of the director. The director told the local representative at the scene that he does not consent to the taking of the photo. NAIH determined that the act of the director was not public information and the photo does not prove that the director torn off an election poster. NAIH also underpinned that only the name of the director of the company fully owned by the local government was public information.;https://www.naih.hu/files/NAIH-2020-32-4-hatarozat.pdf
261;Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP);Romania;25.03.20;2000;SOS Infertility Association;Yes;Asociatia SOS Infertilitatea;Romania;NA;NA;10;Private;Yes;Art. 58 GDPR;Insufficient cooperation with supervisory authority;The Association did not provide the data protection authority with the information requested by the latter after the Association had processed personal data without a sufficient legal basis.;https://www.dataprotection.ro/index.jsp?page=Comunicat_amenda_asociatia_sos_infertilitatea&lang=ro
262;Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP);Romania;25.03.20;3000;Enel Energie;Yes;Enel SpA;Italy;Energy;60500000000;66717;Public;No;Art. 32 GDPR;Insufficient technical and organisational measures to ensure information security;The company has sent an email to a client which contained personal data of another client since the company failed to implement adequate technical and organisational measures to ensure an adequate level of information security.;https://www.dataprotection.ro/index.jsp?page=Comunicat_amenda_enel_martie_2020&lang=ro
